City,Lat,Long,Min_Temp,Max_Temp,Min_Rain,Max_Rain,Min_Humid,Max_Humid,Temp_Trend,Climate
Usmulberg,34,62,27,40,18,37,22,38,0,1
Uthutown,97,64,76,104,4,26,34,51,0,1
Istun City,21,6,25,49,2,6,28,84,1,0
Rough City,5,17,82,103,13,22,40,46,0,0
Tobustown,38,52,79,91,16,39,25,42,1,4
Steapolis,37,86,61,85,11,19,44,57,1,2
Smeaville,86,79,22,44,22,46,6,59,1,2
Wooberg,53,27,33,38,2,17,42,52,0,2
Noobtown,1,60,70,90,22,27,12,55,1,2
Eshi City,70,78,6,9,7,19,4,60,1,1
Cojoyberg,4,77,80,87,12,37,0,21,0,2
Istuberg,58,14,3,16,23,41,41,84,1,1
Miesttown,90,81,55,90,21,37,24,91,1,2
Gheanville,46,7,58,69,14,35,3,12,0,1
Istodberg,3,100,47,79,2,18,32,91,1,3
Phealville,92,90,34,69,0,22,43,51,0,0
Sheaville,96,46,84,102,29,42,50,90,1,0
Ishemberg,83,58,11,27,17,37,24,94,0,1
Fipodville,7,12,7,12,29,49,34,86,0,3
Caquuy City,67,34,5,14,25,27,19,83,1,0
Ghoiypolis,61,4,74,86,4,23,55,76,1,0
Shoawville,6,99,59,69,15,32,37,40,0,3
Ichoville,68,6,33,35,28,30,0,45,1,4
Thishpolis,35,12,55,66,20,27,29,56,1,0
Hach City,95,14,7,12,23,41,34,63,1,3
Jorempolis,1,64,8,11,29,33,8,35,0,0
Esmaberg,1,18,54,85,25,41,38,61,1,3
Nuchpolis,67,12,43,54,4,13,4,55,1,2
Spithpolis,84,98,8,33,18,20,21,60,1,4
Roajtown,13,69,76,88,24,41,1,51,0,0
Ishiftown,94,55,19,26,8,14,17,49,1,4
Goom City,6,10,13,46,10,18,0,73,1,1
Leadurberg,39,85,65,67,10,13,6,81,1,0
Miphville,32,19,16,32,22,33,14,95,0,2
Lestipville,77,45,78,102,12,34,3,68,0,1
Woohorpolis,42,87,35,50,13,23,39,78,1,2
Nostalville,86,52,17,32,18,30,1,28,0,4
Phusmberg,10,70,16,50,23,45,19,97,0,0
Mopakpolis,45,49,40,44,28,32,12,54,1,4
Goutown,59,18,55,82,27,41,44,98,0,3
Aghu City,100,65,43,52,24,38,41,93,1,4
Yophud City,41,12,26,55,5,18,32,86,0,2
Quoif City,83,46,70,83,0,13,12,14,1,2
Gaibedville,65,30,71,94,15,29,33,42,0,3
Yotisville,72,2,10,24,26,32,42,80,1,1
Jashtown,23,31,33,45,26,50,30,63,0,2
Sheaftown,69,50,23,29,15,26,16,49,0,3
Koaphpolis,18,2,2,11,11,36,34,88,0,1
Ichatown,7,65,27,58,3,26,19,36,1,4
Kotiltown,38,4,6,17,25,38,19,31,1,3
Aphak City,97,57,12,46,23,38,26,89,0,4
Miethville,66,52,80,97,0,23,34,71,0,0
Geagpolis,71,31,46,77,12,32,43,64,1,1
Chougville,26,61,60,82,3,8,29,99,1,3
Fechtown,18,90,53,78,27,30,21,47,0,2
Thuchtown,88,84,10,15,8,13,54,80,1,2
Istu City,67,62,17,31,27,50,8,79,0,1
Jostpolis,74,31,17,37,9,15,37,64,0,2
Quosp City,68,58,71,91,2,6,8,55,1,2
Yoirawville,100,96,38,68,10,14,1,43,1,3
Koubville,23,71,35,40,0,23,26,40,0,4
Smism City,70,65,38,61,14,23,7,84,1,4
Kithville,68,42,31,33,15,21,9,76,0,0
Mehubpolis,6,41,37,55,27,40,44,100,1,4
Ostopolis,74,27,6,38,11,25,48,89,0,2
Houkay City,78,3,85,91,14,28,36,46,1,2
Boimogberg,87,92,2,37,22,42,28,35,1,0
Teest City,3,60,7,16,24,49,55,82,0,0
Spietown,78,100,33,46,26,40,53,94,0,3
Shothberg,93,82,79,102,12,14,22,38,0,1
Hoadville,10,23,77,110,0,22,49,95,1,3
Phaimpolis,51,24,59,74,7,21,1,43,1,0
Waghville,58,90,16,29,9,23,37,44,1,3
Fooktown,46,23,54,75,27,40,26,49,0,1
Uquatville,4,10,37,67,11,16,33,54,0,1
Pheaberg,18,58,16,19,0,22,28,68,1,3
Meepolis,96,49,10,18,27,47,48,59,0,1
Smeshberg,32,13,42,49,9,24,55,98,0,3
Smophtown,18,68,72,84,20,36,22,24,0,3
Thooberg,60,73,2,33,19,30,19,47,1,3
Dughuypolis,24,9,28,43,12,27,19,47,1,2
Thagh City,31,50,29,34,16,25,55,68,1,3
Pheep City,20,25,83,105,27,30,55,86,0,3
Thosmville,53,63,9,14,16,30,31,46,1,3
Ishopberg,8,22,70,75,30,37,28,47,0,3
Queecberg,74,12,5,30,27,36,2,64,0,0
Pouville,51,9,11,29,17,25,38,66,1,0
Meach City,45,93,36,44,2,26,13,33,1,4
Shoapolis,14,23,61,94,11,24,0,51,0,4
Spethpolis,23,89,74,99,20,40,7,33,0,0
Yetheytown,18,64,62,93,30,44,42,86,1,1
Quuqupolis,68,5,63,83,8,20,16,56,0,2
Achudpolis,47,68,41,56,26,32,3,26,0,2
Houlebtown,33,70,50,52,9,17,2,25,1,0
Neanville,54,30,41,51,30,47,26,40,0,3
Caitown,91,6,65,71,14,23,7,67,0,2
Doojijberg,3,53,4,39,14,32,7,41,0,2
Shustpolis,3,74,14,33,25,38,7,68,1,1
Phaijberg,31,23,85,106,4,11,15,84,0,1
Feespolis,46,11,56,78,22,33,52,60,1,0
Noahville,70,7,43,61,24,39,41,51,0,0
Phootown,39,11,27,34,0,7,37,99,1,3
Ethodville,84,72,47,79,25,29,44,59,0,1
Wiejberg,58,34,23,36,21,26,16,27,1,2
Spoasville,71,77,63,75,2,21,31,37,1,3
Rastpolis,45,98,74,88,5,26,15,48,0,1
Dierakpolis,72,37,34,63,5,30,4,6,1,0
Faqu City,11,77,76,89,12,19,37,84,0,3
Fou City,94,47,40,74,12,36,1,63,0,3
Smoih City,20,45,20,23,27,33,19,52,0,2
Spoupolis,86,54,51,70,20,34,46,81,1,0
Tethojberg,58,97,71,91,11,16,45,65,1,2
Hosmepberg,37,53,62,72,4,20,46,65,0,2
Fai City,49,90,19,48,14,24,13,98,0,4
Soochberg,31,92,16,33,27,48,27,65,0,0
Spougberg,44,59,51,85,3,14,41,58,1,0
Choaj City,30,98,5,12,22,34,7,10,0,4
Liphoj City,66,35,20,45,28,47,22,80,1,1
Jieshtown,3,16,53,76,11,30,14,82,1,1
Phophpolis,56,34,4,17,24,43,45,69,0,3
Hapew City,10,12,5,30,17,27,54,91,1,2
Waghville,61,51,77,88,12,30,37,62,0,2
Nehigville,10,26,80,114,6,24,9,54,0,4
Thaifpolis,71,84,81,105,23,28,13,18,0,1
Leay City,21,51,72,79,4,10,44,87,1,4
Gostelberg,38,53,50,84,1,15,45,56,0,3
Cee City,51,44,5,24,3,14,5,48,1,1
Seest City,64,96,1,25,27,39,15,100,1,1
Smoicville,68,71,27,45,29,43,22,46,1,1
Bai City,8,3,12,25,29,40,26,43,1,2
Doas City,90,92,15,20,8,31,30,71,0,3
Smai City,8,9,80,111,16,28,26,53,0,0
Ispeville,61,6,38,48,28,33,36,83,0,1
Ismuville,80,76,11,16,7,30,17,88,1,3
Leestpolis,10,36,43,70,6,10,43,79,1,2
Hee City,93,18,5,31,0,14,22,73,1,2
Douhville,15,84,9,43,25,31,53,97,1,1
Foocelville,76,12,7,10,11,35,35,97,1,4
Spesmpolis,27,30,58,60,20,40,20,63,0,0
Roifihtown,78,16,85,106,2,5,17,51,1,1
Echef City,52,34,2,5,3,6,49,62,0,4
Naidek City,84,81,51,66,19,37,45,76,0,1
Jewekberg,48,45,64,97,2,18,22,92,0,4
Tudetberg,19,42,20,27,3,19,33,70,0,3
Jaishtown,27,32,34,38,16,26,38,73,1,1
Daquufpolis,48,99,51,79,13,38,5,54,1,0
Loolebpolis,87,30,5,16,28,50,29,55,1,2
Hoobujville,61,90,54,79,19,42,42,83,1,2
Ighoc City,93,54,25,29,30,33,7,88,0,4
Weasp City,67,79,82,111,28,48,25,69,1,3
Geach City,36,2,17,45,19,36,2,75,1,4
Woatown,43,34,46,60,26,46,43,70,1,0
Hoikefville,96,75,53,70,23,39,3,42,0,4
Smeekberg,62,89,24,50,12,18,28,36,1,0
Piethpolis,12,76,44,72,24,29,43,63,1,3
Eghig City,54,26,34,43,19,22,24,40,0,1
Ighofberg,4,9,60,94,28,48,43,81,1,0
Deeth City,13,53,65,90,16,32,27,59,1,0
Pheaville,12,6,54,83,22,33,36,61,1,3
Yushberg,56,46,44,64,30,53,21,27,0,3
Soidpolis,68,35,38,67,13,18,10,46,0,3
Quaihpolis,8,31,0,29,22,43,10,57,0,0
Shouhpolis,44,63,67,70,24,48,20,77,1,0
Puthogtown,0,39,70,91,27,41,25,63,0,3
Usmohpolis,42,56,14,26,1,18,17,85,1,0
Smoos City,76,52,9,29,7,9,53,89,0,1
Uthontown,23,63,10,15,3,7,55,96,1,3
Smaphville,17,11,63,76,20,24,21,83,1,3
Ochin City,58,60,71,83,11,28,3,66,0,3
Phaiptown,78,90,30,52,19,43,23,78,0,4
Kaphville,77,90,69,98,28,48,47,57,1,2
Tie City,74,85,60,86,26,48,37,66,0,4
Theemtown,32,30,67,102,15,31,42,67,1,4
Ispadberg,84,96,54,73,11,30,34,38,1,4
Bousp City,66,80,67,84,5,28,21,80,0,0
Shephberg,84,61,41,61,15,26,17,61,0,2
Yoquirberg,40,50,24,38,30,52,22,82,1,2
Thouville,94,34,84,111,7,18,8,88,1,4
Boi City,65,71,51,84,6,23,1,8,1,1
Taismpolis,98,76,62,83,8,31,25,80,0,1
Nethespolis,78,9,62,68,13,26,36,82,1,4
Niphicpolis,91,21,31,61,23,48,13,18,0,3
Ichebtown,31,45,38,52,14,17,25,31,0,2
Beegberg,94,21,52,79,9,18,18,21,1,0
Pheedtown,57,60,56,83,18,31,38,45,1,0
Uquoville,33,78,8,18,3,8,32,91,1,3
Spiempolis,81,24,31,34,15,31,19,89,0,1
Aghontown,88,32,24,40,5,10,2,77,1,2
Phieberg,66,2,59,62,19,27,21,71,1,3
Hoiphtown,91,14,15,26,25,37,19,99,0,3
Queagtown,36,92,57,74,2,25,0,22,1,4
Gheeyberg,57,32,29,51,0,11,7,40,0,0
Teamberg,19,68,18,42,8,23,0,17,1,1
Ismuftown,51,96,80,102,23,36,38,73,1,0
Stashtown,54,31,18,51,24,44,36,40,0,1
Ephep City,3,75,19,52,10,26,32,98,1,0
Staitown,44,52,82,96,21,46,0,48,0,4
Feephberg,75,7,76,104,24,27,53,96,1,2
Juphpolis,62,58,19,43,8,12,30,41,1,3
Sheepolis,18,90,80,90,30,49,24,59,0,0
Geebejtown,30,16,16,45,5,20,47,100,0,0
Siph City,86,57,57,84,1,15,54,98,0,4
Pouberg,37,34,31,40,1,26,26,79,0,3
Soutown,57,32,11,33,10,30,2,7,1,4
Uspoberg,62,30,30,59,3,13,0,75,1,4
Chea City,51,89,77,93,11,31,25,69,0,4
Smithtown,3,36,71,74,28,40,25,68,1,0
Uphiville,85,18,26,30,6,30,34,67,1,3
Soukville,13,82,57,81,19,43,47,52,1,0
Pouliw City,9,42,37,72,8,29,20,26,1,1
Ustepolis,51,79,49,82,2,16,10,29,0,4
Eshejberg,25,31,9,30,16,29,36,54,1,3
Norokpolis,59,86,17,33,13,21,8,67,0,3
Baifik City,59,27,38,69,0,2,49,75,1,3
Pheghtown,94,1,55,77,13,16,50,56,1,4
Liqutown,92,59,56,84,17,37,46,52,0,3
Esha City,26,47,38,51,23,30,1,46,1,4
Loaciw City,23,5,81,86,14,31,51,57,1,3
Fookup City,90,9,30,32,25,45,48,69,1,0
Biec City,2,39,85,94,5,30,26,82,1,2
Astutown,47,32,60,66,28,38,15,20,0,0
Tatowville,10,51,18,27,4,22,23,58,0,3
Pheekville,71,99,37,65,10,21,33,85,1,1
Cheth City,28,57,51,55,22,25,35,99,0,3
Wooyiy City,93,37,40,49,5,29,36,65,1,0
Sheatown,37,48,82,115,13,37,15,77,0,0
Beac City,17,67,37,57,16,39,36,50,1,2
Phie City,61,23,34,47,9,21,2,62,1,4
Pawompolis,88,50,82,100,16,34,5,93,1,2
Chospberg,41,14,53,67,10,19,6,86,1,4
Maquen City,35,59,59,62,9,17,30,77,0,0
Yoopolis,22,82,22,44,24,27,12,52,0,0
Loghawpolis,29,96,79,86,5,18,40,66,1,1
Ceajville,43,36,43,65,22,24,26,69,1,0
Sheafberg,34,75,49,58,13,15,43,53,0,4
Asmuberg,52,13,5,29,26,35,52,57,0,3
Kethuntown,70,68,18,33,15,27,39,91,1,2
Yaihelpolis,78,45,16,45,5,9,33,79,1,3
Miewurpolis,41,35,48,80,9,17,22,53,1,3
Jeasmpolis,47,59,62,92,30,35,8,24,0,3
Goutown,91,7,50,56,5,12,23,37,1,2
Ghiepberg,55,2,35,54,16,29,44,98,0,1
Ghou City,57,73,42,59,22,40,10,56,1,4
Guqu City,61,1,41,52,29,34,7,56,1,4
Goicville,60,70,38,66,2,24,4,59,1,3
Bayil City,41,10,35,38,2,27,43,98,1,4
Yoiphberg,32,16,58,81,2,10,48,73,1,3
Ogheville,0,55,78,84,4,11,0,9,0,1
Nochujpolis,89,15,40,63,18,22,44,88,0,1
Mapaw City,20,50,59,82,10,28,29,96,1,1
Neebontown,11,93,22,25,19,23,27,41,1,2
Teasp City,17,62,3,29,26,38,0,7,0,0
Cheefpolis,22,56,43,57,25,45,27,94,1,1
Teayville,5,32,41,58,14,32,23,77,0,0
Phach City,13,69,32,36,26,42,45,86,1,2
Stietown,89,6,84,112,1,13,11,92,0,0
Ristberg,19,5,79,95,10,32,4,88,0,4
Faitown,51,7,4,26,24,36,29,98,1,4
Thoqupolis,85,45,83,91,27,35,44,52,1,3
Seeville,35,50,25,35,29,45,48,68,1,0
Paquigberg,16,44,82,105,17,32,34,98,1,3
Jookanpolis,52,3,52,85,22,27,28,31,0,0
Ghichville,76,36,20,54,2,11,53,73,0,2
Seetihville,30,76,84,102,3,14,8,39,0,4
Cistberg,20,34,47,66,25,43,4,70,0,3
Shoabtown,26,99,82,92,13,35,3,56,1,1
Dasm City,61,83,18,27,25,46,45,86,1,3
Loajoj City,48,10,44,52,8,20,12,33,1,1
Jailiytown,17,42,77,104,27,32,33,92,1,1
Stouwville,63,29,39,60,15,31,26,72,0,2
Quee City,45,31,47,77,16,18,0,62,1,1
Riphtown,5,33,70,75,1,5,10,33,1,0
Raphberg,14,92,11,36,7,29,50,90,1,1
Runespolis,34,45,9,32,11,15,43,61,1,3
Seekberg,78,97,10,40,24,46,20,98,0,1
Theewpolis,48,97,25,60,15,22,48,69,0,0
Lietberg,13,27,9,28,0,6,43,96,1,0
Koagimtown,88,36,83,99,1,21,40,87,1,1
Ugheftown,16,87,63,82,7,19,31,68,0,2
Ispuberg,100,86,49,82,22,39,18,59,1,3
Espitown,76,33,10,28,25,45,18,38,0,1
Haphafpolis,98,44,17,46,4,11,12,98,0,2
Feecpolis,63,80,26,44,28,35,12,55,1,3
Looyedberg,97,24,6,14,4,14,14,53,1,4
Quoic City,33,16,3,25,23,28,4,46,0,2
Usturville,65,28,2,13,14,28,15,81,0,2
Usmiberg,7,64,76,104,23,48,39,95,1,1
Estoppolis,58,45,83,85,26,35,49,80,0,1
Oshuberg,18,94,81,85,9,18,8,70,1,1
Ushubtown,15,32,84,104,24,34,3,20,1,4
Poismpolis,70,42,78,101,12,27,34,68,0,2
Coatberg,73,49,67,75,2,9,9,83,0,3
Fistakville,1,17,31,53,4,23,52,86,1,1
Loiftown,48,60,75,82,7,29,26,54,1,3
Fiwespolis,49,43,2,33,25,39,16,53,1,4
Pasmagberg,55,21,84,116,1,23,16,47,1,1
Icho City,9,95,75,77,9,29,38,64,0,4
Seshberg,24,11,34,39,16,21,3,75,1,2
Ghoifpolis,94,14,76,106,24,42,34,97,0,4
Piespville,41,92,70,86,30,39,27,96,1,4
Siphapberg,4,96,43,57,25,28,42,48,1,3
Pooftown,2,4,54,81,18,29,52,69,1,0
Doupolis,76,21,21,29,8,15,3,59,1,1
Wiphville,65,9,75,97,25,39,2,61,1,0
Shuth City,38,73,29,31,9,21,41,71,0,4
Biphberg,52,64,16,35,30,55,34,56,1,4
Roapolis,30,17,55,66,29,47,12,44,0,3
Boosppolis,16,82,2,35,26,33,10,31,0,0
Smouhpolis,74,8,52,59,12,34,8,44,0,3
Buthberg,28,43,72,80,4,15,52,70,1,1
Reeville,25,96,73,93,10,15,52,88,1,1
Nouphberg,17,21,75,98,7,26,45,87,0,2
Ughetown,69,1,33,49,0,13,21,27,0,4
Phich City,88,22,37,53,19,28,21,37,0,3
Baspayville,0,67,28,32,28,45,51,78,0,3
Weadinberg,8,36,36,58,9,13,7,36,1,3
Espaberg,38,63,10,39,3,22,5,62,0,1
Stismpolis,86,35,30,43,24,33,37,96,0,4
Liephberg,36,41,72,88,25,42,39,81,1,1
Equuberg,84,4,66,76,19,43,39,98,0,0
Damiw City,3,2,2,16,9,33,25,85,1,3
Oquurberg,87,100,71,99,20,44,22,100,0,4
Stoo City,14,53,49,54,19,22,20,76,1,4
Heetown,6,63,17,36,18,20,21,40,1,0
Ghootown,97,21,61,74,25,47,16,86,1,1
Seajum City,66,61,11,37,13,15,19,66,1,3
Smeaberg,58,3,37,60,12,20,20,48,1,3
Ghoahtown,49,74,9,37,25,37,48,68,1,3
Ophe City,79,74,10,30,12,24,20,23,0,2
Gothtown,58,75,80,86,10,25,52,63,0,2
Geeghpolis,67,51,48,60,7,18,51,100,0,2
Buqutown,15,22,35,66,18,29,12,22,1,0
Quaiville,5,22,43,46,19,27,44,72,1,4
Soodtown,66,46,65,87,13,36,25,30,0,4
Pheaville,11,13,10,17,19,38,9,50,0,4
Yoiphville,26,0,80,88,3,16,0,32,1,1
Fidontown,0,45,27,36,29,47,19,51,1,4
Nochberg,77,29,60,64,17,40,25,37,1,0
Neefes City,30,43,33,45,28,36,24,56,1,3
Piestpolis,70,45,39,47,8,13,4,84,1,1
Westufpolis,69,65,84,104,17,25,37,89,1,1
Estapolis,53,37,81,90,28,34,52,95,0,3
Stear City,95,73,0,29,15,36,36,85,0,2
Eghesberg,42,21,17,24,8,16,34,59,1,1
Jebokberg,81,66,73,99,20,37,33,75,0,2
Hequimville,22,78,41,70,21,36,31,39,1,1
Athitberg,55,42,79,89,3,26,47,49,0,0
Kostamberg,42,95,82,117,29,33,42,97,0,3
Osmertown,17,96,80,97,13,33,9,46,0,4
Queafpolis,77,68,73,87,13,22,50,56,0,2
Moaqu City,60,2,69,82,14,21,50,78,0,4
Yoitown,81,67,34,64,15,28,31,82,1,1
Choo City,86,73,7,11,6,9,25,30,0,0
Iphipolis,48,60,7,15,11,34,6,32,0,2
Towoyville,67,68,74,91,30,36,6,52,1,3
Soujifberg,2,12,12,26,14,23,16,80,1,2
Naitown,34,18,10,19,14,20,18,72,0,2
Phoilville,60,0,21,44,20,39,50,91,1,4
Aquagpolis,0,0,79,82,21,41,6,17,0,1
Foocisberg,23,41,36,44,30,33,36,85,0,1
Smaiville,43,76,36,49,18,23,25,90,0,1
Spoupolis,71,12,80,103,2,26,40,94,1,2
Yequuntown,23,27,5,38,26,30,21,61,1,1
Smoop City,6,61,61,76,20,45,41,55,0,2
Douyucberg,52,99,54,82,26,49,3,19,1,4
Roinesville,56,29,8,37,11,30,28,33,0,1
Boasp City,82,59,85,116,30,41,50,52,0,1
Poph City,78,65,23,50,15,40,23,41,1,1
Meaph City,57,74,7,23,3,26,31,99,0,3
Eshatown,51,21,11,23,6,8,0,47,0,3
Seest City,76,39,21,54,0,17,55,68,1,1
Saihahberg,54,73,71,96,24,31,20,41,0,2
Heeytown,3,24,75,103,7,15,41,62,1,4
Restik City,42,91,2,8,9,22,42,99,1,3
Rithiwtown,63,49,5,30,15,26,7,53,0,1
Eghiyberg,85,83,17,31,26,47,21,90,1,3
Rusmeltown,32,27,3,17,23,37,39,81,0,2
Wust City,72,1,24,34,30,48,20,56,1,1
Deejtown,39,80,1,26,13,24,9,78,1,1
Teebubberg,0,2,14,37,1,22,7,98,1,2
Jeastown,39,99,20,24,24,30,27,39,0,2
Oshet City,29,41,82,102,17,24,40,68,0,1
Sheenpolis,74,36,7,17,1,11,17,20,1,3
Kuth City,43,39,78,81,23,26,40,63,1,3
Usmiberg,86,96,81,106,16,29,36,54,0,4
Mea City,57,69,49,68,5,14,20,84,0,1
Raichtown,57,9,67,74,7,13,11,18,1,2
Seethville,87,21,3,29,7,29,0,23,0,3
Deacihtown,1,57,43,72,4,21,11,48,0,0
Stiqutown,67,22,5,39,2,6,3,97,0,0
Choutown,86,75,4,36,4,26,21,87,0,0
Nie City,23,21,28,52,21,45,24,77,1,1
Ethapville,41,89,85,96,30,33,52,92,1,2
Weekberg,65,64,74,83,26,30,27,93,1,3
Bihep City,59,28,60,67,28,34,33,49,1,3
Yougefpolis,16,51,63,73,6,14,38,96,0,4
Smoitown,59,80,32,48,29,50,19,60,1,4
Yuget City,4,43,72,102,11,17,23,41,1,4
Rastberg,26,59,71,85,2,16,55,80,0,0
Pith City,29,80,78,108,2,25,17,58,0,2
Phai City,14,63,29,35,22,37,24,28,0,3
Teetown,5,7,37,58,18,39,7,91,0,4
Jishettown,61,25,6,16,29,35,44,73,0,0
Dispalpolis,86,26,3,23,15,21,22,67,1,0
Kiejegpolis,2,92,56,83,27,38,1,54,1,0
Rosiktown,38,76,35,56,17,37,51,70,0,3
Spoutown,92,8,57,87,0,13,40,66,1,4
Stoiberg,20,53,10,43,20,23,45,89,1,3
Choqutown,48,98,2,7,1,16,37,72,1,0
Daiph City,2,13,68,98,30,33,21,77,1,0
Kispinpolis,83,94,3,26,1,11,34,62,0,1
Koosmpolis,19,67,74,97,26,45,45,94,0,4
Feakpolis,63,18,10,18,1,8,22,91,1,0
Gie City,14,9,74,98,3,15,54,73,0,2
Wiethberg,12,88,51,69,25,40,36,62,0,2
Hihuppolis,58,87,23,26,21,38,37,70,1,2
Shisptown,20,10,59,79,11,18,1,49,0,3
Sheaville,21,90,37,42,2,17,35,59,0,3
Otheberg,83,50,54,89,20,45,21,67,0,0
Theadtown,28,25,45,69,27,35,51,72,0,0
Asmertown,12,25,23,36,5,8,28,55,1,2
Egha City,92,2,4,21,20,29,28,38,0,0
Spoapolis,53,87,49,69,2,14,11,42,1,2
Ghophpolis,68,37,6,17,16,30,23,86,1,3
Jophadpolis,24,21,30,54,17,35,44,62,1,0
Jespiyberg,20,40,76,80,0,2,10,53,1,2
Quieberg,76,9,61,89,14,29,17,40,0,1
Chuchtown,7,8,35,46,10,30,38,76,0,3
Koijville,28,51,19,33,28,44,28,54,1,3
Waquejberg,64,100,83,109,30,52,45,58,1,1
Yoaville,77,10,66,85,28,44,19,64,1,1
Astiberg,72,41,28,58,15,18,44,46,1,2
Sicappolis,38,58,31,66,14,27,13,42,0,2
Dechville,70,8,81,92,26,34,30,61,1,0
Roupolis,37,24,58,64,20,40,43,90,1,1
Joodih City,68,59,43,62,1,3,4,76,1,1
Boigh City,46,38,72,82,19,31,11,13,1,4
Nookuj City,70,39,53,65,16,38,20,83,1,4
Radecville,85,62,41,59,19,30,26,46,1,1
Pheeberg,18,60,52,60,4,20,33,87,1,0
Pelik City,76,65,39,57,10,25,51,58,0,4
Smoaberg,91,1,44,53,14,25,8,27,0,4
Seaghberg,38,6,63,79,28,34,32,92,1,4
Toachpolis,75,4,42,69,22,30,54,85,0,3
Iquupolis,31,32,80,114,8,26,16,30,1,2
Seaghberg,57,40,43,60,17,30,43,49,1,2
Nootown,19,87,15,50,25,43,29,93,1,0
Poitown,35,5,5,38,4,10,51,61,1,0
Reasmville,100,32,43,59,6,29,44,77,1,1
Shiekville,3,2,30,36,1,23,4,42,0,0
Smostville,17,83,21,52,24,30,30,74,0,3
Thean City,71,65,1,31,18,23,0,14,0,0
Leaghpolis,100,41,46,48,9,29,34,93,1,4
Wogokpolis,15,49,35,57,28,50,26,35,1,1
Uqueville,24,20,14,21,15,38,49,61,1,2
Ismestown,14,85,38,54,23,28,1,50,1,0
Moisppolis,92,42,5,33,3,10,15,35,0,0
Wuqutown,13,69,54,69,30,37,1,63,1,1
Pughville,61,65,26,53,4,22,17,23,0,4
Aquem City,96,88,36,44,30,34,22,37,1,3
Looberg,20,26,50,63,28,52,21,64,0,4
Feestberg,67,11,80,95,5,28,12,88,1,0
Soshtown,88,2,18,41,1,15,2,83,1,2
Giequpolis,16,26,23,56,27,37,42,66,1,0
Diebville,27,26,55,70,13,35,46,93,1,3
Opho City,17,22,82,91,3,6,22,63,1,3
Rukiytown,93,67,69,96,10,28,46,73,0,2
Meesberg,37,88,50,76,16,24,52,75,0,2
Ashactown,20,85,6,32,3,18,55,87,1,0
Estipville,54,11,65,88,17,28,32,88,0,2
Biewberg,29,21,79,102,7,14,21,33,0,3
Sheaville,44,45,18,25,20,39,38,43,0,2
Cheakville,1,9,43,69,3,6,23,98,0,1
Boabel City,75,74,27,32,13,18,31,68,1,4
Hishicberg,42,93,23,36,1,20,48,70,1,2
Haidpolis,47,41,22,29,2,25,33,95,0,4
Sairewpolis,21,8,52,87,28,52,40,67,0,2
Ghoadtown,96,99,23,57,7,14,22,39,1,1
Aspiville,64,1,85,106,15,19,20,45,0,4
Sispoj City,56,54,66,79,30,53,9,68,1,3
Shieberg,4,0,32,46,14,30,11,21,1,4
Geeyoppolis,85,97,5,36,10,19,10,90,1,1
Achapolis,58,31,22,50,21,46,50,72,0,4
Pash City,96,76,11,29,26,36,22,25,1,3
Woukunpolis,81,25,42,62,10,32,2,55,0,3
Loabville,9,27,43,61,1,14,54,73,1,0
Soshpolis,7,99,57,72,2,16,32,83,1,2
Mai City,68,90,63,85,20,42,44,55,0,3
Hoarudpolis,54,16,79,106,11,19,44,56,0,1
Stouctown,22,60,43,72,12,29,37,90,1,2
Topherberg,37,62,62,68,23,45,39,82,1,3
Weatown,90,85,23,28,8,14,5,99,0,2
Speabpolis,71,66,5,28,5,8,38,54,0,2
Phuth City,42,25,40,51,27,43,21,37,0,2
Shuqutown,35,76,28,45,8,27,21,100,0,2
Sathih City,26,76,38,44,1,6,0,92,1,4
Phoostown,35,78,29,63,13,20,29,100,1,1
Sheestown,31,46,70,75,3,27,35,88,1,4
Ughokpolis,6,68,48,69,12,35,49,81,0,2
Noiyupville,98,42,81,87,26,28,8,26,0,4
Noukberg,83,61,17,19,26,36,55,89,0,0
Haphel City,34,50,45,52,13,24,7,24,0,4
Laigville,1,75,28,32,15,28,50,75,1,1
Cisppolis,50,60,76,79,16,33,19,55,0,2
Hea City,79,27,72,99,25,47,45,98,0,3
Kathulberg,13,13,41,44,20,38,25,74,0,0
Smeakville,73,5,51,54,21,36,10,26,0,0
Shachville,42,23,61,82,10,17,3,59,0,0
Juwalville,19,76,13,19,14,35,43,79,0,1
Boumville,43,79,70,77,13,32,36,46,1,0
Tiechtown,23,42,68,78,17,41,54,92,0,2
Jie City,90,48,79,101,24,34,10,53,1,0
Rouypolis,71,14,70,97,30,55,28,84,0,4
Ghaiville,9,96,12,23,30,39,26,68,1,0
Meeville,32,100,16,39,0,21,1,100,1,1
Pheahpolis,67,90,50,84,17,19,19,95,0,4
Yeasp City,31,35,80,110,7,14,52,66,0,4
Saiberg,3,68,12,23,17,25,39,75,0,1
Wealelberg,85,67,21,55,26,33,13,17,1,2
Hoipolis,91,80,5,31,8,15,45,81,1,2
Luthtown,20,21,15,36,28,40,10,13,0,4
Soowecberg,28,16,12,42,29,49,14,33,1,0
Spoattown,20,97,10,37,30,43,15,49,1,1
Neeville,65,76,47,57,14,16,10,41,1,3
Yiempolis,20,22,64,67,1,7,32,46,0,1
Koajesville,41,7,59,82,15,25,39,50,0,0
Gheshpolis,54,11,32,50,27,39,52,90,1,4
Woafalville,65,92,1,18,1,15,44,53,0,2
